-START-OF-DATA-
1750	0
1751	0.003
1752	0.003
1753	0.003
1754	0.003
1755	0.003
1756	0.003
1757	0.003
1758	0.003
1759	0.003
1760	0.003
1761	0.003
1762	0.003
1763	0.003
1764	0.003
1765	0.003
1766	0.003
1767	0.003
1768	0.003
1769	0.003
1770	0.003
1771	0.004
1772	0.004
1773	0.004
1774	0.004
1775	0.004
1776	0.004
1777	0.004
1778	0.004
1779	0.004
1780	0.004
1781	0.005
1782	0.005
1783	0.005
1784	0.005
1785	0.005
1786	0.005
1787	0.005
1788	0.005
1789	0.005
1790	0.005
1791	0.006
1792	0.006
1793	0.006
1794	0.006
1795	0.006
1796	0.006
1797	0.007
1798	0.007
1799	0.007
1800	0.008
1801	0.008
1802	0.01
1803	0.009
1804	0.009
1805	0.009
1806	0.01
1807	0.01
1808	0.01
1809	0.01
1810	0.01
1811	0.011
1812	0.011
1813	0.011
1814	0.011
1815	0.012
1816	0.013
1817	0.014
1818	0.014
1819	0.014
1820	0.014
1821	0.014
1822	0.015
1823	0.016
1824	0.016
1825	0.017
1826	0.017
1827	0.018
1828	0.018
1829	0.018
1830	0.024
1831	0.023
1832	0.023
1833	0.024
1834	0.024
1835	0.025
1836	0.029
1837	0.029
1838	0.03
1839	0.031
1840	0.033
1841	0.034
1842	0.036
1843	0.037
1844	0.039
1845	0.043
1846	0.043
1847	0.046
1848	0.047
1849	0.05
1850	0.054
1851	0.054
1852	0.057
1853	0.059
1854	0.069
1855	0.071
1856	0.076
1857	0.077
1858	0.078
1859	0.083
1860	0.091
1861	0.095
1862	0.097
1863	0.104
1864	0.112
1865	0.119
1866	0.122
1867	0.13
1868	0.135
1869	0.142
1870	0.147
1871	0.156
1872	0.173
1873	0.184
1874	0.174
1875	0.188
1876	0.191
1877	0.194
1878	0.196
1879	0.21
1880	0.236
1881	0.243
1882	0.256
1883	0.272
1884	0.275
1885	0.277
1886	0.281
1887	0.295
1888	0.327
1889	0.327
1890	0.356
1891	0.372
1892	0.374
1893	0.37
1894	0.383
1895	0.406
1896	0.419
1897	0.44
1898	0.465
1899	0.507
1990	7.558
1991	7.603
1992	7.648
1993	7.694
1994	7.740
1995	7.787
1996	7.832
1997	7.878
1998	7.923
1999	7.970
2000	8.016
2001	8.209
2002	8.407
2003	8.610
2004	8.818
2005	9.031
2006	9.173
2007	9.318
2008	9.465
2009	9.614
2010	9.765
2011	10.008
2012	10.257
2013	10.481
2014	10.710
2015	10.581
2016	10.661
2017	10.741
2018	10.822
2019	10.904
2020	10.986
2021	11.060
2022	11.135
2023	11.210
2024	11.285
2025	11.362
2026	11.438
2027	11.516
2028	11.593
2029	11.672
2030	11.750
2031	11.771
2032	11.792
2033	11.813
2034	11.834
2035	11.855
2036	11.876
2037	11.897
2038	11.918
2039	11.939
2040	11.960
2041	11.939
2042	11.917
2043	11.896
2044	11.874
2045	11.853
2046	11.832
2047	11.810
2048	11.789
2049	11.768
2050	11.747
2051	11.655
2052	11.564
2053	11.474
2054	11.385
2055	11.297
2056	11.209
2057	11.122
2058	11.035
2059	10.949
2060	10.864
2061	10.722
2062	10.581
2063	10.443
2064	10.306
2065	10.171
2066	10.038
2067	9.907
2068	9.777
2069	9.649
2070	9.523
2071	9.267
2072	9.018
2073	8.776
2074	8.541
2075	8.311
2076	8.088
2077	7.871
2078	7.659
2079	7.454
2080	7.254
2081	6.902
2082	6.567
2083	6.249
2084	5.945
2085	5.657
2086	5.383
2087	5.122
2088	4.873
2089	4.637
2090	4.412
2091	4.187
2092	3.974
2093	3.772
2094	3.580
2095	3.398
2096	3.225
2097	3.061
2098	2.905
2099	2.757
2100	2.617
2101	2.455     
2102	2.280
2103	2.105
2104	1.930
2105	1.754
2106	1.579
2107	1.404
2108	1.229
2109	1.054
2110	0.879
2111	0.704
2112	0.529
2113	0.354
2114	0.179
2115	0.003
2116	0.000
2117	0.000
2118	0.000
2119	0.000
2120	0.000
2121	0.000
2122	0.000
2123	0.000
2124	0.000
2125	0.000
2126	0.000
2127	0.000
2128	0.000
2129	0.000
2130	0.000
2131	0.000
2132	0.000
2133	0.000
2134	0.000
2135	0.000
2136	0.000
2137	0.000
2138	0.000
2139	0.000
2140	0.000
2141	0.000
2142	0.000
2143	0.000
2144	0.000
2145	0.000
2146	0.000
2147	0.000
2148	0.000
2149	0.000
2150	0.000
2151	0.000
2152	0.000
2153	0.000
2154	0.000
2155	0.000
2156	0.000
2157	0.000
2158	0.000
2159	0.000
2160	0.000
2161	0.000
2162	0.000
2163	0.000
2164	0.000
2165	0.000
2166	0.000
2167	0.000
2168	0.000
2169	0.000
2170	0.000
2171	0.000
2172	0.000
2173	0.000
2174	0.000
2175	0.000
2176	0.000
2177	0.000
2178	0.000
2179	0.000
2180	0.000
2181	0.000
2182	0.000
2183	0.000
2184	0.000
2185	0.000
2186	0.000
2187	0.000
2188	0.000
2189	0.000
2190	0.000
2191	0.000
2192	0.000
2193	0.000
2194	0.000
2195	0.000
2196	0.000
2197	0.000
2198	0.000
2199	0.000
2200	0.000
2201	0.000
2202	0.000
2203	0.000
2204	0.000
2205	0.000
2206	0.000
2207	0.000
2208	0.000
2209	0.000
2210	0.000
2211	0.000
2212	0.000
2213	0.000
2214	0.000
2215	0.000
2216	0.000
2217	0.000
2218	0.000
2219	0.000
2220	0.000
2221	0.000
2222	0.000
2223	0.000
2224	0.000
2225	0.000
2226	0.000
2227	0.000
2228	0.000
2229	0.000
2230	0.000
2231	0.000
2232	0.000
2233	0.000
